db_root.ui_bgm_id,db_root.stream_set_id,msbt_bgm.title,msbt_bgm.author,msbt_bgm.copyright,db_root.rarity,db_root.ui_gametitle_id,msbt_game.gametitle,db_root.ui_gametitle_id_1,db_root.ui_gametitle_id_2,db_root.ui_gametitle_id_3,db_root.ui_gametitle_id_4,db_root.name_id,db_root.save_no,db_root.test_disp_order,db_root.menu_value,db_root.jp_region,db_root.other_region,db_root.possessed,db_root.prize_lottery,db_root.shop_price,db_root.count_target,db_root.menu_loop,db_root.is_selectable_stage_make,db_root.is_selectable_video_edit,db_root.is_selectable_original,db_root.is_dlc,db_root.is_patch,db_root.dlc_ui_chara_id,db_root.dlc_mii_hat_motif_id,db_root.dlc_mii_body_motif_id,stream_set.stream_set_id,stream_set.special_category,stream_set.info0,stream_set.info1,stream_set.info2,stream_set.info3,stream_set.info4,stream_set.info5,stream_set.info6,stream_set.info7,stream_set.info8,stream_set.info9,stream_set.info10,stream_set.info11,stream_set.info12,stream_set.info13,stream_set.info14,stream_set.info15,assigned_info.info_id,assigned_info.stream_id,assigned_info.condition,assigned_info.condition_process,assigned_info.start_frame,assigned_info.change_fadein_frame,assigned_info.change_start_delay_frame,assigned_info.change_fadeout_frame,assigned_info.change_stop_delay_frame,assigned_info.menu_change_fadein_frame,assigned_info.menu_change_start_delay_frame,assigned_info.menu_change_fadeout_frame,assigned_info.menu_change_stop_delay_frame,stream_property.stream_id,stream_property.data_name0,stream_property.data_name1,stream_property.data_name2,stream_property.data_name3,stream_property.data_name4,stream_property.loop,stream_property.end_point,stream_property.fadeout_frame,stream_property.start_point_suddendeath,stream_property.start_point_transition,stream_property.start_point0,stream_property.start_point1,stream_property.start_point2,stream_property.start_point3,stream_property.start_point4,bgm_property.name_id,bgm_property.loop_start_ms,bgm_property.loop_start_sample,bgm_property.loop_end_ms,bgm_property.loop_end_sample,bgm_property.total_time_ms,bgm_property.total_samples,bgm_property.frequency,bgm_property.volume,bgm_property.filename,mod.source,mod.mod_path
ui_bgm_v04_lbl_libblelabble_medley,set_v04_lbl_libblelabble_medley,Libble Rabble Retro Medley,,Composition Copyright BANDAI NAMCO Entertainment Inc.,bgm_rarity_0,ui_gametitle_libble_rabble,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0864,476,622,5006,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_v04_lbl_libblelabble_medley,,info_v04_lbl_libblelabble_medley,,,,,,,,,,,,,,,,info_v04_lbl_libblelabble_medley,stream_v04_lbl_libblelabble_medley,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v04_lbl_libblelabble_medley,v04_lbl_libblelabble_medley,,,,,1,00:00:15.731,400,,00:00:07.426,,,,,,v04_lbl_libblelabble_medley,7465,358319,147732,7091148,147742,7091616,48000,2.5,Resources\Game\stream;\sound\bgm\bgm_v04_lbl_libblelabble_medley.nus3audio,Core,
ui_bgm_v05_mcr_metrocross_medley,set_v05_mcr_metrocross_medley,Metro-Cross Retro Medley,,Composition Copyright BANDAI NAMCO Entertainment Inc.,bgm_rarity_0,ui_gametitle_metro_cross,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0865,477,623,5007,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_v05_mcr_metrocross_medley,,info_v05_mcr_metrocross_medley,,,,,,,,,,,,,,,,info_v05_mcr_metrocross_medley,stream_v05_mcr_metrocross_medley,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v05_mcr_metrocross_medley,v05_mcr_metrocross_medley,,,,,1,00:00:11.024,400,,00:00:07.581,,,,,,v05_mcr_metrocross_medley,2867,137634,133226,6394841,133235,6395302,48000,3.9,Resources\Game\stream;\sound\bgm\bgm_v05_mcr_metrocross_medley.nus3audio,Core,
ui_bgm_v06_nmc_80smedley1,set_v06_nmc_80smedley1,Namco Arcade '80s Retro Medley 1,,Composition Copyright BANDAI NAMCO Entertainment Inc.,bgm_rarity_0,ui_gametitle_namco_arcade,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0867,478,626,5003,True,True,False,False,210,True,1,True,True,True,False,False,,,,set_v06_nmc_80smedley1,,info_v06_nmc_80smedley1,,,,,,,,,,,,,,,,info_v06_nmc_80smedley1,stream_v06_nmc_80smedley1,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v06_nmc_80smedley1,v06_nmc_80smedley1,,,,,1,00:00:12.762,400,,00:00:00.000,,,,,,v06_nmc_80smedley1,1979,94989,127376,6114069,127386,6114531,48000,3.4,Resources\Game\stream;\sound\bgm\bgm_v06_nmc_80smedley1.nus3audio,Core,
ui_bgm_v07_nmc_80smedley2,set_v07_nmc_80smedley2,Namco Arcade '80s Retro Medley 2,,Composition Copyright BANDAI NAMCO Entertainment Inc.,bgm_rarity_0,ui_gametitle_namco_arcade,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0868,479,627,5009,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_v07_nmc_80smedley2,,info_v07_nmc_80smedley2,,,,,,,,,,,,,,,,info_v07_nmc_80smedley2,stream_v07_nmc_80smedley2,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v07_nmc_80smedley2,v07_nmc_80smedley2,,,,,1,00:00:16.723,400,,00:00:00.000,,,,,,v07_nmc_80smedley2,3727,178898,134513,6456635,134523,6457096,47999,4.1,Resources\Game\stream;\sound\bgm\bgm_v07_nmc_80smedley2.nus3audio,Core,
ui_bgm_v08_skd_skykid_medley,set_v08_skd_skykid_medley,Sky Kid Retro Medley,,Composition Copyright BANDAI NAMCO Entertainment Inc.,bgm_rarity_0,ui_gametitle_skykid_skykid_dx,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0866,480,624,5008,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_v08_skd_skykid_medley,,info_v08_skd_skykid_medley,,,,,,,,,,,,,,,,info_v08_skd_skykid_medley,stream_v08_skd_skykid_medley,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v08_skd_skykid_medley,v08_skd_skykid_medley,,,,,1,00:00:11.936,400,,00:00:05.920,,,,,,v08_skd_skykid_medley,3169,152108,120341,5776344,120350,5776812,48000,3.4,Resources\Game\stream;\sound\bgm\bgm_v08_skd_skykid_medley.nus3audio,Core,
ui_bgm_v11_glg_medley,set_v11_glg_medley,Galaga Medley,Arrangement Supervisor: Yusuke Takahama,"Composition: BANDAI NAMCO Entertainment Inc.
Arrangement: TARGET ENTERTAINMENT INC.
Composition Copyright BANDAI NAMCO Entertainment Inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_garaga_for_soundtest,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0079,758,620,5004,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_v11_glg_medley,,info_v11_glg_medley,,,,,,,,,,,,,,,,info_v11_glg_medley,stream_v11_glg_medley,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v11_glg_medley,v11_glg_medley,,,,,0,00:02:33.922,400,00:00:06.608,00:00:13.218,,,,,,v11_glg_medley,19848,952704,153928,7388543,153939,7389051,47999,3.6,Resources\Game\stream;\sound\bgm\bgm_v11_glg_medley.nus3audio,Core,
ui_bgm_v12_mpy_medley,set_v12_mpy_medley,Mappy Medley,Arrangement Supervisor: Masafumi Takada,"Composition: BANDAI NAMCO Entertainment Inc.
Arrangement: Sound Prestige LLC.
Composition Copyright BANDAI NAMCO Entertainment Inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_mappy,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0080,759,621,5005,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_v12_mpy_medley,,info_v12_mpy_medley,,,,,,,,,,,,,,,,info_v12_mpy_medley,stream_v12_mpy_medley,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v12_mpy_medley,v12_mpy_medley,,,,,0,00:02:25.194,400,00:00:06.056,00:00:06.032,,,,,,v12_mpy_medley,19920,956155,154513,7416629,154523,7417120,48000,2.8,Resources\Game\stream;\sound\bgm\bgm_v12_mpy_medley.nus3audio,Core,
ui_bgm_v13_dsp_area1,set_v13_dsp_area1,Area 1 - Dragon Spirit,Arrangement: Maki Kirioka,"Composition: BANDAI NAMCO Entertainment Inc.
Composition Copyright BANDAI NAMCO Entertainment Inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_dragon_spirit,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0081,760,625,5010,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_v13_dsp_area1,,info_v13_dsp_area1,,,,,,,,,,,,,,,,info_v13_dsp_area1,stream_v13_dsp_area1,sound_condition_none,sound_condition_process_add,-1,0,0,55,0,0,0,55,0,stream_v13_dsp_area1,v13_dsp_area1,,,,,0,00:02:31.296,400,00:02:27.680,00:00:02.625,,,,,,v13_dsp_area1,11212,538163,156267,7500799,156277,7501288,47999,3.1,Resources\Game\stream;\sound\bgm\bgm_v13_dsp_area1.nus3audio,Core,
ui_bgm_w01_smb_peachjyou,set_w01_smb_peachjyou,Ground Theme - Super Mario Bros. {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_mariobros,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0558,483,7,204,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w01_smb_peachjyou,,info_w01_smb_peachjyou,,,,,,,,,,,,,,,,info_w01_smb_peachjyou,stream_w01_smb_peachjyou,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w01_smb_peachjyou,w01_smb_peachjyou,,,,,1,00:00:19.711,400,00:00:00.395,00:00:17.390,,,,,,w01_smb_peachjyou,18666,895969,85307,4094745,85317,4095212,47999,2.6,Resources\Game\stream;\sound\bgm\bgm_w01_smb_peachjyou.nus3audio,Core,
ui_bgm_w02_sm64_rainbowcruise,set_w02_sm64_rainbowcruise,Slide,Arrangement Supervisor: Shogo Sakai,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_super_mario_64,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0579,484,33,234,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w02_sm64_rainbowcruise,,info_w02_sm64_rainbowcruise,,,,,,,,,,,,,,,,info_w02_sm64_rainbowcruise,stream_w02_sm64_rainbowcruise,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w02_sm64_rainbowcruise,w02_sm64_rainbowcruise,,,,,1,00:00:08.125,400,,00:00:03.397,,,,,,w02_sm64_rainbowcruise,2330,111857,81989,3935452,81998,3935916,48000,2.7,Resources\Game\stream;\sound\bgm\bgm_w02_sm64_rainbowcruise.nus3audio,Core,
ui_bgm_w03_spr_junglegarden,set_w03_spr_junglegarden,Jungle Level {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: Rare Limited 
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_super_donkey_kong,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0388,652,120,610,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w03_spr_junglegarden,,info_w03_spr_junglegarden,,,,,,,,,,,,,,,,info_w03_spr_junglegarden,stream_w03_spr_junglegarden,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w03_spr_junglegarden,w03_spr_junglegarden,,,,,0,00:02:56.725,400,00:00:08.696,00:00:08.988,,,,,,w03_spr_junglegarden,19728,946942,185631,8910284,185642,8910809,47999,2,Resources\Game\stream;\sound\bgm\bgm_w03_spr_junglegarden.nus3audio,Core,
ui_bgm_w04_mr_brinstarshinbu,set_w04_mr_brinstarshinbu,Brinstar Depths {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_metroid,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0290,485,189,1006,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w04_mr_brinstarshinbu,,info_w04_mr_brinstarshinbu,,,,,,,,,,,,,,,,info_w04_mr_brinstarshinbu,stream_w04_mr_brinstarshinbu,sound_condition_none,sound_condition_process_add,84,0,0,55,0,0,0,55,0,stream_w04_mr_brinstarshinbu,w04_mr_brinstarshinbu,,,,,1,00:00:05.966,400,,00:00:00.000,,,,,,w04_mr_brinstarshinbu,3164,151848,135707,6513942,135717,6514408,47999,3.1,Resources\Game\stream;\sound\bgm\bgm_w04_mr_brinstarshinbu.nus3audio,Core,
ui_bgm_w05_wld_yostertou,set_w05_wld_yostertou,Athletic Theme - Super Mario World,Arrangement Supervisor: Hirokazu Ando,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_super_mario_world_for_yoshi,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0411,486,209,1201,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w05_wld_yostertou,,info_w05_wld_yostertou,,,,,,,,,,,,,,,,info_w05_wld_yostertou,stream_w05_wld_yostertou,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w05_wld_yostertou,w05_wld_yostertou,,,,,1,00:00:19.059,400,,00:00:13.585,,,,,,w05_wld_yostertou,13633,654379,86189,4137049,86198,4137513,48000,2.3,Resources\Game\stream;\sound\bgm\bgm_w05_wld_yostertou.nus3audio,Core,
ui_bgm_w06_sdx_yumenoizumi,set_w06_sdx_yumenoizumi,Gourmet Race {{(Melee)}},Arrangement Supervisor: Tadashi Ikegami,"Composition: HAL Laboratory, Inc.
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright
HAL Laboratory, Inc. / Nintendo",bgm_rarity_0,ui_gametitle_kirby_super_star,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0441,487,235,1413,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w06_sdx_yumenoizumi,,info_w06_sdx_yumenoizumi,,,,,,,,,,,,,,,,info_w06_sdx_yumenoizumi,stream_w06_sdx_yumenoizumi,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w06_sdx_yumenoizumi,w06_sdx_yumenoizumi,,,,,1,00:00:23.549,400,,00:00:18.129,,,,,,w06_sdx_yumenoizumi,12692,609226,162622,7805844,162632,7806317,47999,-0.6,Resources\Game\stream;\sound\bgm\bgm_w06_sdx_yumenoizumi.nus3audio,Core,
ui_bgm_w07_kby_greengreens,set_w07_kby_greengreens,Green Greens {{(Melee)}},Arrangement Supervisor: Hirokazu Ando,"Composition: HAL Laboratory, Inc.
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright
HAL Laboratory, Inc. / Nintendo",bgm_rarity_0,ui_gametitle_kirby_dream_land,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0431,488,223,1401,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w07_kby_greengreens,,info_w07_kby_greengreens,,,,,,,,,,,,,,,,info_w07_kby_greengreens,stream_w07_kby_greengreens,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w07_kby_greengreens,w07_kby_greengreens,,,,,1,00:00:14.337,400,,00:00:06.869,,,,,,w07_kby_greengreens,8388,402621,94266,4524752,94275,4525216,48000,3.4,Resources\Game\stream;\sound\bgm\bgm_w07_kby_greengreens.nus3audio,Core,
ui_bgm_w08_sfx_cornelia,set_w08_sfx_cornelia,Star Fox Medley,Arrangement Supervisor: Hirokazu Ando,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_star_fox,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0314,489,264,1604,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w08_sfx_cornelia,,info_w08_sfx_cornelia,,,,,,,,,,,,,,,,info_w08_sfx_cornelia,stream_w08_sfx_cornelia,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w08_sfx_cornelia,w08_sfx_cornelia,,,,,1,00:01:08.456,400,,00:00:08.912,,,,,,w08_sfx_cornelia,21039,1009862,75122,3605836,75131,3606298,48000,2.6,Resources\Game\stream;\sound\bgm\bgm_w08_sfx_cornelia.nus3audio,Core,
ui_bgm_w09_pm_pokemonstadium,set_w09_pm_pokemonstadium,Main Theme - Pokémon Red & Pokémon Blue {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: GAME FREAK inc.
Arrangement: HAL Laboratory, Inc.
Composition Copyright Nintendo / Creatures Inc. / GAME FREAK inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_pokemon_red_green,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0647,490,280,1802,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w09_pm_pokemonstadium,,info_w09_pm_pokemonstadium,,,,,,,,,,,,,,,,info_w09_pm_pokemonstadium,stream_w09_pm_pokemonstadium,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w09_pm_pokemonstadium,w09_pm_pokemonstadium,,,,,1,00:00:23.820,400,00:00:00.593,00:00:16.642,,,,,,w09_pm_pokemonstadium,22705,1089844,105607,5069146,105617,5069604,47999,5.7,Resources\Game\stream;\sound\bgm\bgm_w09_pm_pokemonstadium.nus3audio,Core,
ui_bgm_w10_pm_pokemonakuukan,set_w10_pm_pokemonakuukan,Pokémon Red / Pokémon Blue Medley,Arrangement Supervisor: Hirokazu Ando,"Composition: GAME FREAK inc.
Arrangement: HAL Laboratory, Inc.
Composition Copyright Nintendo / Creatures Inc. / GAME FREAK inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_pokemon_red_green,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0652,491,285,1004,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w10_pm_pokemonakuukan,,info_w10_pm_pokemonakuukan,,,,,,,,,,,,,,,,info_w10_pm_pokemonakuukan,stream_w10_pm_pokemonakuukan,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w10_pm_pokemonakuukan,w10_pm_pokemonakuukan,,,,,1,00:00:11.998,400,,00:00:02.666,,,,,,w10_pm_pokemonakuukan,8002,384091,139030,6673439,139040,6673902,47999,3.9,Resources\Game\stream;\sound\bgm\bgm_w10_pm_pokemonakuukan.nus3audio,Core,
ui_bgm_w11_fzr_bigblue,set_w11_fzr_bigblue,Big Blue {{(Melee)}},Arrangement Supervisor: Hirokazu Ando,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_f_zero,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0476,492,334,2007,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w11_fzr_bigblue,,info_w11_fzr_bigblue,,,,,,,,,,,,,,,,info_w11_fzr_bigblue,stream_w11_fzr_bigblue,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w11_fzr_bigblue,w11_fzr_bigblue,,,,,1,00:00:10.618,400,,00:00:17.250,,,,,,w11_fzr_bigblue,4357,209148,116644,5598924,116654,5599400,48000,2.9,Resources\Game\stream;\sound\bgm\bgm_w11_fzr_bigblue.nus3audio,Core,
ui_bgm_w12_mtr_onet,set_w12_mtr_onet,Bein' Friends,Arrangement Supervisor: Shogo Sakai,"Composition: Keiichi Suzuki / Nintendo
Arrangement: HAL Laboratory, Inc.
Composition Copyright Keiichi Suzuki / Nintendo
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_mother,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0504,493,358,2205,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w12_mtr_onet,,info_w12_mtr_onet,,,,,,,,,,,,,,,,info_w12_mtr_onet,stream_w12_mtr_onet,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w12_mtr_onet,w12_mtr_onet,,,,,1,00:00:14.974,400,,00:00:07.456,,,,,,w12_mtr_onet,6637,318567,112911,5419720,112920,5420180,48000,2.5,Resources\Game\stream;\sound\bgm\bgm_w12_mtr_onet.nus3audio,Core,
ui_bgm_w13_ice_iciclemountain,set_w13_ice_iciclemountain,Ice Climber {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_ice_climber,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0202,494,907,9007,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w13_ice_iciclemountain,,info_w13_ice_iciclemountain,,,,,,,,,,,,,,,,info_w13_ice_iciclemountain,stream_w13_ice_iciclemountain,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w13_ice_iciclemountain,w13_ice_iciclemountain,,,,,0,00:01:52.864,400,,00:00:02.116,,,,,,w13_ice_iciclemountain,25428,1220544,119531,5737500,119541,5737957,47999,2.7,Resources\Game\stream;\sound\bgm\bgm_w13_ice_iciclemountain.nus3audio,Core,
ui_bgm_w14_gw_flatzone,set_w14_gw_flatzone,Flat Zone,Composition Supervisor: Hirokazu Ando,"Composition: HAL Laboratory, Inc.
Composition and arrangement Copyright
Nintendo / HAL Laboratory, Inc.",bgm_rarity_0,ui_gametitle_game_and_watch,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0676,495,420,2601,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w14_gw_flatzone,,info_w14_gw_flatzone,,,,,,,,,,,,,,,,info_w14_gw_flatzone,stream_w14_gw_flatzone,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w14_gw_flatzone,w14_gw_flatzone,,,,,1,00:00:14.652,400,00:00:06.221,00:00:07.086,,,,,,w14_gw_flatzone,7334,352046,106890,5130712,106900,5131200,48000,2.8,Resources\Game\stream;\sound\bgm\bgm_w14_gw_flatzone.nus3audio,Core,
ui_bgm_w15_smb3_supermario3,set_w15_smb3_supermario3,Ground Theme - Super Mario Bros. 3 {{(Melee)}},Arrangement Supervisor: Shogo Sakai,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_super_mario_bros3,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0567,496,19,216,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w15_smb3_supermario3,,info_w15_smb3_supermario3,,,,,,,,,,,,,,,,info_w15_smb3_supermario3,stream_w15_smb3_supermario3,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w15_smb3_supermario3,w15_smb3_supermario3,,,,,1,00:00:11.765,400,,00:00:06.134,,,,,,w15_smb3_supermario3,9235,443266,101542,4874034,101552,4874499,48000,2.3,Resources\Game\stream;\sound\bgm\bgm_w15_smb3_supermario3.nus3audio,Core,
ui_bgm_w16_kg_pekemonstadiumkingin,set_w16_kg_pekemonstadiumkingin,Pokémon Gold / Pokémon Silver Medley,Arrangement Supervisor: Hirokazu Ando,"Composition: GAME FREAK inc.
Arrangement: HAL Laboratory, Inc.
Composition Copyright Nintendo / Creatures Inc. / GAME FREAK inc.
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_pokemon_gold_silver,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0653,497,286,1808,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w16_kg_pekemonstadiumkingin,,info_w16_kg_pekemonstadiumkingin,,,,,,,,,,,,,,,,info_w16_kg_pekemonstadiumkingin,stream_w16_kg_pekemonstadiumkingin,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w16_kg_pekemonstadiumkingin,w16_kg_pekemonstadiumkingin,,,,,0,00:01:29.387,400,,00:00:10.677,,,,,,w16_kg_pekemonstadiumkingin,12064,579051,97397,4675050,97407,4675524,47999,3.6,Resources\Game\stream;\sound\bgm\bgm_w16_kg_pekemonstadiumkingin.nus3audio,Core,
ui_bgm_w17_fem_fireemblem,set_w17_fem_fireemblem,Story 5 Meeting,Arrangement Supervisor: Shogo Sakai,"Composition: INTELLIGENT SYSTEMS
Arrangement: HAL Laboratory, Inc.
Composition Copyright Nintendo / INTELLIGENT SYSTEMS
Arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_fire_emblem,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0522,498,372,2405,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w17_fem_fireemblem,,info_w17_fem_fireemblem,,,,,,,,,,,,,,,,info_w17_fem_fireemblem,stream_w17_fem_fireemblem,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w17_fem_fireemblem,w17_fem_fireemblem,,,,,1,00:00:07.984,400,00:00:01.153,00:00:14.935,,,,,,w17_fem_fireemblem,723,34705,115258,5532372,115267,5532833,48000,2.8,Resources\Game\stream;\sound\bgm\bgm_w17_fem_fireemblem.nus3audio,Core,
ui_bgm_w18_mrd_machrider,set_w18_mrd_machrider,Mach Rider,Arrangement Supervisor: Hirokazu Ando,"Composition: HAL Laboratory, Inc.
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_mach_rider,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0207,499,914,9014,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_w18_mrd_machrider,,info_w18_mrd_machrider,,,,,,,,,,,,,,,,info_w18_mrd_machrider,stream_w18_mrd_machrider,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_w18_mrd_machrider,w18_mrd_machrider,,,,,1,00:00:22.877,400,,00:00:19.640,,,,,,w18_mrd_machrider,20005,960238,129543,6218083,129553,6218545,48000,4,Resources\Game\stream;\sound\bgm\bgm_w18_mrd_machrider.nus3audio,Core,
